nct_id,final_screening,decision_basis,adjudication_reason,brief_title,study_type,overall_status,start_date,study_first_post_date,registry_last_update_post_date,enrollment,lead_sponsor,interventions,countries,has_results,minimum_age,maximum_age,sex,conditions,flash_triage,flash_confidence,sol_audit
NCT05829928,exclude,recorded_adjudication,"Human adjudication: GAHT is the clinical setting for fertility preservation, but registered objectives concern testicular tissue cryopreservation and germ cells without explicit analysis by GAHT exposure.",Testicular Tissue Cryopreservation in the Setting of Gender-Affirming Therapy,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,,,2026-07-09,150,,Infectious Disease Testing; Gonadal Tissue Removal,,False,9 Years,,MALE,Gender Dysphoria; Transgender,human_review,medium,genuinely_ambiguous
NCT05853120,exclude,recorded_adjudication,Human confirmation: the doxycycline pharmacokinetic/STI-prevention study specifically describes participants as not using gender-affirming hormone therapy; GAHT is excluded background rather than an intervention or analyzed exposure.,Doxy-Post-exposure Prophylaxis,INTERVENTIONAL,COMPLETED,,,2025-09-11,45,,Doxycycline,,False,18 Years,59 Years,ALL,Sexually Transmitted Diseases,obvious_exclude,high,agree_obvious_exclude
NCT05863676,include,recorded_adjudication,Human confirmation: explicit TGD population; prior hormone therapy is explicitly investigated in relation to ovarian tissue and follicle measures.,Ovarian Tissue Cryopreservation in the Setting of Gender-affirming Therapy,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,2020-07-14,2023-05-18,2026-07-09,20,University of Pittsburgh,Oophorectomy; Infectious Disease Testing,United States,False,9 Years,,FEMALE,Gender Dysphoria; Transgender,human_review,medium,likely_include
NCT05865262,include,recorded_adjudication,Human confirmation: explicit TGD population; effects of masculinizing and feminizing GAHT on cardiac repolarization are directly studied.,Protocol TRANS and QT Repolarization,OBSERVATIONAL,COMPLETED,2021-11-16,2023-05-18,2024-04-12,120,"University Hospital, Bordeaux",ECG; blood test (assessing ionic and hormonal circulating levels),France,False,18 Years,,ALL,Transgender Individuals; QTc Interval,likely_include,high,agree_likely_include
NCT05877235,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Serum Concentration of Endogenous Estrogens and Sirtuin-1 After Administration of Atorvastatin and Quercetin:,INTERVENTIONAL,COMPLETED,2021-10-03,2023-05-26,2025-12-19,60,InCor Heart Institute,Quercetin; Placebo,Brazil,False,55 Years,70 Years,FEMALE,Coronary Artery Disease; Menopause,obvious_exclude,high,
NCT05883553,exclude,recorded_adjudication,Human confirmation: post-phalloplasty erectile epithesis/prosthesis device study; no GAHT research component.,Epithesis Versus Prosthesis in Post-phalloplasty Transgender Patients.,INTERVENTIONAL,RECRUITING,,,2024-08-05,40,,Usability and added value of device within sexual activity,,False,18 Years,,FEMALE,Transgenderism; Erectile Dysfunction; Prosthesis Durability; Gender Dysphoria; Sexual Dysfunction,human_review,medium,likely_exclude
NCT05884307,exclude,recorded_adjudication,Human confirmation: online coping/gender-dysphoria intervention; no GAHT research component.,Trans Care: An Online Intervention to Reduce Symptoms of Gender Dysphoria,INTERVENTIONAL,COMPLETED,,,2024-09-19,138,,Trans Care Web App,,False,18 Years,,ALL,Gender Dysphoria,human_review,medium,likely_exclude
NCT05891795,include,recorded_adjudication,Human confirmation: explicit transgender male/TGD population; masculinizing testosterone therapy is an explicit exposure tied to steroid-related acne and testosterone levels are monitored.,Clascoterone for Steroid-related Acne Vulgaris in Transgender Male Patients Receiving Masculinizing Hormone Therapy,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2024-07-22,2023-06-07,2026-04-30,18,Stanford University,Clascoterone 1% Top Cream; Vehicle,United States,False,16 Years,,ALL,Acne Vulgaris,likely_include,high,agree_likely_include
NCT05897086,exclude,recorded_adjudication,Human confirmation: polyethylene-glycol nerve-repair intervention during phalloplasty; no GAHT research component.,Polyethylene-glycol Assisted Nerve Repair in Phalloplasty,INTERVENTIONAL,ENROLLING_BY_INVITATION,,,2025-10-20,30,,Polyethylene Glycol 3350,,False,18 Years,,FEMALE,Gender Dysphoria,human_review,medium,likely_exclude
NCT05903911,exclude,recorded_adjudication,Human confirmation: Trans Care web-app behavioral intervention; no hormone-specific research component.,Trans Care: An Online Intervention to Reduce Symptoms of Gender Dysphoria,INTERVENTIONAL,COMPLETED,,,2025-05-22,312,,Trans Care Web App,,False,18 Years,,ALL,Gender Dysphoria,human_review,medium,likely_exclude
NCT05925361,exclude,recorded_adjudication,Human adjudication: the study evaluates peritoneal vaginoplasty feasibility and surgical outcomes; no hormone-specific research component is registered.,Peritoneum Vaginoplasty; Implementation According to IDEAL Framework,INTERVENTIONAL,UNKNOWN,,,2023-06-29,13,,Laparoscopic pedicled single flap peritoneum vaginoplasty,,False,18 Years,,ALL,Rokitansky Kuster Hauser Syndrome; Vaginal Neoplasms; Gender Incongruence; Vaginal Obstruction; Penoscrotal Hypoplasia,likely_include,high,likely_exclude
NCT05934877,exclude,recorded_adjudication,"Human confirmation: PrEP-navigation and contingency-management trial; outcomes concern PrEP and substance-use treatment, not GAHT.",ASK-PrEP (Assistance Services Knowledge-PrEP),INTERVENTIONAL,TERMINATED,2023-05-11,2023-07-07,2026-02-11,152,"Friends Research Institute, Inc.",PrEP navigation + text messaging; Standard of Care; Contingency Management,United States,False,18 Years,,MALE,Substance Use Disorders; HIV,human_review,medium,likely_exclude
NCT06001307,exclude,recorded_adjudication,Human confirmation: behavioral HIV-risk/intimate-partner-violence intervention for transgender women; no GAHT research component.,"Supporting Trans Affirmation, Relationships, and Sex, Phase 3",INTERVENTIONAL,COMPLETED,,,2025-11-19,37,,"Program STARS (Supporting Trans Affirmation, relationships, and Sex); Relaxation and Stress Reduction",,False,18 Years,,MALE,"HIV; Violence, Gender-Based; Violence, Domestic; Risk Reduction Behavior",human_review,medium,likely_exclude
NCT06005610,include,recorded_adjudication,Human confirmation: explicit transgender women population; interactions between estradiol therapy and HIV antiretroviral treatment are directly studied.,Estradiol Therapy In Transgender Women to Research Interactions With HIV Therapy,INTERVENTIONAL,TERMINATED,2024-01-04,2023-08-22,2026-04-08,93,National Institute of Allergy and Infectious Diseases (NIAID),Estradiol,Mexico; Peru; Thailand; United States,True,18 Years,,MALE,HIV I Infection,likely_include,high,agree_likely_include
NCT06022562,include,recorded_adjudication,Human confirmation: explicit TGD population; outcomes are directly compared between participants with versus without GAHT.,Effects of Gender-affirming Hormone Therapy on Transgender People,OBSERVATIONAL,COMPLETED,2024-01-08,2023-09-05,2025-08-22,227,National Taiwan University,,Taiwan,False,18 Years,,ALL,Gender Dysphoria,likely_include,high,agree_likely_include
NCT06070324,exclude,recorded_adjudication,"Human confirmation: transmasculine top-surgery patients are a study subgroup, but the randomized comparison is suture material and the outcomes concern nipple-areolar widening and surgical complications, not GAHT.",Effect of Suture Material on Postoperative Nipple Areolar Complex Widening,INTERVENTIONAL,UNKNOWN,,,2023-10-06,180,,Breast surgery; Suturing of surgical incision,,False,18 Years,,ALL,Breast Cancer; Gynecomastia; Transgenderism; Breast Asymmetry,human_review,medium,likely_exclude
NCT06074796,include,recorded_adjudication,Human confirmation: explicit TGD population; prior hormone therapy is analyzed as a determinant in fertility-preservation profiles.,The Determinants of Fertility Preservation in TRANSgender Patients.,OBSERVATIONAL,UNKNOWN,2023-09-25,2023-10-10,2024-03-26,230,"Central Hospital, Nancy, France",No intervention.,France,False,18 Years,60 Years,ALL,Fertility Preservation; Transgender; Transgenderism,human_review,medium,likely_include
NCT06083766,include,recorded_adjudication,Human confirmation: explicit TGD population; skeletal-muscle metabolic and physiologic responses are studied in relation to GAHT.,Metabolic and Physiologic Responses to Hormone Therapy in Transgender and Gender Diverse People,OBSERVATIONAL,RECRUITING,2024-01-04,2023-10-16,2026-08-05,24,Mayo Clinic,hormone therapy,United States,False,18 Years,40 Years,ALL,"Effects of GAHT, on Skeletal Muscle in TGD",likely_include,high,agree_likely_include
NCT06094257,exclude,recorded_adjudication,"Human confirmation: transgender mastectomy patients are explicitly studied, but the research evaluates reinnervation, sensation, pain, and satisfaction after surgery with no hormone-specific analytic component.",Prospective Study of Sensation and Satisfaction in Cancer and Transgender Mastectomy Patients,OBSERVATIONAL,RECRUITING,,,2025-08-27,400,,Sensory testing,,False,18 Years,,ALL,"Sensation Disorders; Sensation, Phantom; Pain, Postoperative; Pain, Chronic; Numbness; Sensory Disorder; Sensory Defect; Phantom Pain; Phantom Sensation",human_review,medium,likely_exclude
NCT06098781,exclude,recorded_adjudication,"Human confirmation: explicit transmasculine/nonbinary surgical population; registered outcomes evaluate gynecological gender-affirming surgery and postoperative patient-reported outcomes, not GAHT.",Gynaecological Gender-affirming Surgeries,OBSERVATIONAL,UNKNOWN,,,2023-11-15,57,,,,False,18 Years,,ALL,Gender Dysphoria,human_review,medium,likely_exclude
NCT06116201,include,recorded_adjudication,Human confirmation: explicit transgender women population; physical-fitness and vascular outcomes are studied in relation to long-term feminizing hormone therapy.,Influences of Long Term Hormone Therapy on Physical Fitness and Vascular Function in Transgender Women,INTERVENTIONAL,COMPLETED,2020-08-15,2023-11-03,2023-11-28,60,Chulalongkorn University,Estradiol; Estradiol and Anti-Androgen; No intervention,Thailand,False,20 Years,35 Years,ALL,Transgender Women,likely_include,high,agree_likely_include
NCT06149065,include,recorded_adjudication,Human confirmation: explicit trans men population; acne severity is explicitly analyzed in relation to masculinizing hormone therapy.,Factors Associated With the Acne Severity Among Transmen Population: a Cross-sectional Study,OBSERVATIONAL,COMPLETED,2021-06-05,2023-11-28,2023-11-28,247,Mahidol University,Testosterone,Thailand,False,18 Years,,FEMALE,Acne; Transgenderism,likely_include,high,agree_likely_include
NCT06221163,exclude,recorded_adjudication,"Human confirmation: explicit transgender population consulting reproductive medicine, including some for hormone therapy, but the registered research is ethnographic analysis of care pathways and discourse rather than a hormone-specific intervention, exposure, comparison, monitoring target, pharmacologic variable, or outcome.",Sociological Study of the Life Courses of Young TRANSgender Patients,OBSERVATIONAL,UNKNOWN,2024-04,2024-01-24,2024-01-24,30,"Central Hospital, Nancy, France",collection of biographical and sociological data,,False,18 Years,,ALL,Transgenderism,human_review,medium,likely_exclude
NCT06230770,include,recorded_adjudication,Human confirmation: explicit TGD population; bleeding patterns are studied prospectively during initiation of gender-affirming testosterone therapy.,Impact of Progestin-only Contraception on Bleeding Patterns in Individuals Initiating GATT,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,2024-02-01,2024-01-30,2025-07-09,160,"University of California, San Diego",Bleeding data,United States,False,18 Years,50 Years,ALL,Gender; Contraception,likely_include,high,agree_likely_include
NCT06234488,include,recorded_adjudication,Human confirmation: explicit TGD breast-cancer population; prior GAHT use and GAHT management are explicitly analyzed with tumor characteristics and treatment context.,Multi-Institutional Transgender & Gender-Diverse Breast Cancer Study,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,2023-12-08,2024-01-31,2026-01-12,125,Medical College of Wisconsin,,United States,False,18 Years,,ALL,Breast Cancer; Breast Neoplasms; Breast Adenocarcinoma; Breast Cancer Stage; Breast Cancer Stage IV; Breast Cancer Invasive; Breast Cancer in Situ,likely_include,high,agree_likely_include
NCT06239766,exclude,recorded_adjudication,Human adjudication: the study evaluates breast-cancer risk before top surgery; GAHT is background/context rather than an explicit exposure or subject of analysis.,BC Risk Assessment Before Top Surgery,OBSERVATIONAL,COMPLETED,2023-03-15,2024-02-02,2024-03-13,25,Medical College of Wisconsin,Breast Cancer Risk Assessment,United States,False,18 Years,,FEMALE,Breast Cancer; Risk Reduction,likely_include,high,likely_exclude
NCT06245681,include,recorded_adjudication,Human confirmation: explicit TGD population; cardiac and organ-fat outcomes are measured before and after cross-sex hormone treatment.,"Effects of Cross-sex Hormone Treatment on Cardiac Function, Myocardial and Hepatic Fat Content",OBSERVATIONAL,RECRUITING,2017-10-20,2024-02-07,2025-10-03,40,Medical University of Vienna,gender affirming hormone therapy,Austria,False,18 Years,99 Years,ALL,Gender Dysphoria,likely_include,high,agree_likely_include
NCT06247267,include,recorded_adjudication,"Human confirmation: explicit transgender active-duty population; long-term effects of estradiol/testosterone sex-steroid therapy are measured on bone, body composition, cognition, and quality of life.",The Effect of Sex Steroid Replacement Therapy in the Hypogonadism and Transgender Active-Duty Population,OBSERVATIONAL,RECRUITING,2021-03-09,2024-02-07,2025-07-29,75,Walter Reed National Military Medical Center,Fortesta; Estradiol; Fortesta,United States,False,18 Years,65 Years,ALL,Hypogonadism; Gender Identity Dysphoria,likely_include,high,agree_likely_include
NCT06291675,include,recorded_adjudication,"Human confirmation: explicit TGD population; cardiac, organ-fat, metabolic, and psychological outcomes are measured longitudinally during GAHT.","Gender-Affirming Hormone Therapy and Its Impact on Myocardial Mass and Cardiac Function, Heart, Liver and Pancreatic Fat Content",OBSERVATIONAL,RECRUITING,2023-03-03,2024-03-04,2025-09-26,50,Medical University of Vienna,gender-affirming hormone therapy,Austria,False,18 Years,,ALL,Gender Dysphoria; Hormone Therapy Induced Morphologic Change,likely_include,high,agree_likely_include
